point_id,x_m,y_m,is_fluid,u_cfd_mps,v_cfd_mps,u_ml_mps,v_ml_mps
0,1.5625,1.5625,1,7.814312584940518,1.4907018208684095,7.833939654671486,1.505422123166635
1,4.6875,1.5625,1,7.820469595265844,1.4778754999658206,7.8793035211286355,1.4925603397664633
2,7.8125,1.5625,1,7.827213831320797,1.4648810299471327,7.925112877234765,1.479495030184873
3,10.9375,1.5625,1,7.834576300446507,1.4517397630476165,7.971304619035103,1.4662477173158466
4,14.0625,1.5625,1,7.8425881886482465,1.4384761008151743,8.017816389416003,1.452843058181315
5,17.1875,1.5625,1,7.851280623794506,1.4251176902994558,8.064586566657596,1.4393090395048154
6,20.3125,1.5625,1,7.860684403045436,1.4116956101486688,8.111554215304109,1.4256771629899962
7,23.4375,1.5625,1,7.870829682936025,1.3982445416052969,8.158658997238948,1.4119826152971577
8,26.5625,1.5625,1,7.881745631093617,1.3848029187543647,8.205841041411766,1.3982644170739225
9,29.6875,1.5625,1,7.893460039274635,1.371413051771518,8.253040771377147,1.3845655447902325
10,32.8125,1.5625,1,7.905998898268925,1.358121216373414,8.300198690676613,1.3709330185835813
11,35.9375,1.5625,1,7.9193859362458925,1.3449777022246796,8.347255127131023,1.3574179488725937
12,39.0625,1.5625,1,7.93364212329975,1.3320368127429218,8.394149938304563,1.3440755341847712
13,42.1875,1.5625,1,7.948785146278763,1.319356808607133,8.440822181741195,1.3309650025084967
14,45.3125,1.5625,1,7.964828859432766,1.3069997873571384,8.487209755037032,1.3181494885621503
15,48.4375,1.5625,1,7.981782717949659,1.2950314918121755,8.533249012363084,1.3056958397140341
16,51.5625,1.5625,1,7.999651203030169,1.283521040669783,8.578874365646772,1.2936743439203064
17,54.6875,1.5625,1,8.018433248714361,1.2725405755981152,8.62401788020144,1.2821583740004485
18,57.8125,1.5625,1,8.038121682158069,1.2621648204198892,8.668608876095421,1.2712239438552615
19,60.9375,1.5625,1,8.058702690391385,1.2524705496037223,8.712573547904661,1.2609491738502925
20,64.0625,1.5625,1,8.080155327700718,1.2435359652110116,8.755834616621845,1.2514136645203298
21,67.1875,1.5625,1,8.102451078590137,1.2354399836576266,8.798311028329588,1.2426977799620516
22,70.3125,1.5625,1,8.125553491734202,1.22826143608625,8.83991771472292,1.2348818447187766
23,73.4375,1.5625,1,8.149417900383924,1.2220781887389307,8.880565430637816,1.2280452605552836
24,76.5625,1.5625,1,8.173991244298918,1.216966192392105,8.920160683376642,1.2222655521936252
25,79.6875,1.5625,1,8.199212007441057,1.2129984725863414,8.958605767807148,1.217617353751098
26,82.8125,1.5625,1,8.225010284386766,1.2102440749723873,8.995798919957467,1.2141713502110878
27,85.9375,1.5625,1,8.251307986722221,1.2087669825372742,9.03163460016133,1.2119931906998802
28,89.0625,1.5625,1,8.278019198612064,1.2086250237190368,9.06600391475927,1.211142392587502
29,92.1875,1.5625,1,8.30505068831313,1.2098687924347822,9.098795182967923,1.211671257447007
30,95.3125,1.5625,1,8.332302579662574,1.2125406028187204,9.129894652813523,1.213623821678613
31,98.4375,1.5625,1,8.359669184508432,1.216673502985882,9.159187366990501,1.2170348661243302
32,101.5625,1.5625,1,8.387039993646281,1.2222903733880475,9.18655817612835,1.2219290102495992
33,104.6875,1.5625,1,8.414300820030718,1.2294031362703746,9.211892893181666,1.228319917410482
34,107.8125,1.5625,1,8.44133508378407,1.2380121032858398,9.235079578438862,1.236209638273615
35,110.9375,1.5625,1,8.468025223772768,1.248105488337107,9.256009939919974,1.2455881194686418
36,114.0625,1.5625,1,8.494254215249939,1.259659111984642,9.274580828689048,1.256432903822036
37,117.1875,1.5625,1,8.519907167329169,1.2726363220232155,9.29069580289987,1.268709046784515
38,120.3125,1.5625,1,8.54487296802666,1.2869881517941368,9.30426672839275,1.2823692706293803
39,123.4375,1.5625,1,8.569045938588252,1.3026537331896484,9.315215377665975,1.297354373388128
40,126.5625,1.5625,1,8.592327453246394,1.3195609749130504,9.323474983500287,1.3135939030966974
41,129.6875,1.5625,1,8.614627475994602,1.3376275083138176,9.328991698983321,1.331007099681291
42,132.8125,1.5625,1,8.635865963064472,1.356761893147361,9.331725912803922,1.3495040968429362
43,135.9375,1.5625,1,8.655974079187006,1.376865064276585,9.331653368108134,1.3689873649672668
44,139.0625,1.5625,1,8.674895177968095,1.3978319882465897,9.32876603548137,1.3893533640000195
45,142.1875,1.5625,1,8.692585502173479,1.4195534866529869,9.323072696110831,1.4104943632176146
46,145.3125,1.5625,1,8.709014568491893,1.4419181722665655,9.314599199978971,1.4323003738642321
47,148.4375,1.5625,1,8.724165213184085,1.4648144349972374,9.303388375800687,1.454661131746714
48,151.5625,1.5625,1,8.738033289342978,1.4881324089252916,9.289499583756404,1.477468061023433
49,154.6875,1.5625,1,8.750627022385498,1.5117658495406814,9.273007917989762,1.5006161483356695
50,157.8125,1.5625,1,8.761966046742264,1.53561385244324,9.254003082204695,1.5240056585418762
51,160.9375,1.5625,1,8.772080162269663,1.5595823511193172,9.232587977274477,1.5475436296774678
52,164.0625,1.5625,1,8.781007862474041,1.5835853416749217,9.20887705335917,1.5711450950270076
53,167.1875,1.5625,1,8.788794697168507,1.6075457958575707,9.182994489576195,1.5947339936474034
54,170.3125,1.5625,1,8.795491538918165,1.631396239340201,9.155072271020678,1.6182437463214865
55,173.4375,1.5625,1,8.801152825158415,1.655078988902306,9.125248235476564,1.6416174905827483
56,176.5625,1.5625,1,8.805834846161439,1.678546058617651,9.093664160464362,1.6648079849257902
57,179.6875,1.5625,1,8.809594143399316,1.7017587603198303,9.060463955657989,1.687777207478503
58,182.8125,1.5625,1,8.812486073924905,1.7246870365289617,9.025792016787996,1.7104956873236021
59,185.9375,1.5625,1,8.814563584985923,1.7473085740034333,8.98979178575368,1.7329416166372926
60,189.0625,1.5625,1,8.815876230132377,1.7696077527374987,8.952604548720972,1.7550997984692687
61,192.1875,1.5625,1,8.81646944451397,1.7915744884518208,8.91436849042794,1.7769604882140804
62,195.3125,1.5625,1,8.816384083764246,1.8132030265674821,8.875218009627039,1.7985181867668394
63,198.4375,1.5625,1,8.815656218573768,1.8344907426648522,8.835283288304735,1.8197704403666268
64,201.5625,1.5625,1,8.814317166344146,1.8554369990006059,8.794690096613179,1.8407166967023805
65,204.6875,1.5625,1,8.812393732585655,1.8760420993645346,8.753559806722864,1.8613572595638919
66,207.8125,1.5625,1,8.809908628198023,1.896306376005753,8.712009582284054,1.8816923757680126
67,210.9375,1.5625,1,8.806881024522779,1.9162294331319907,8.670152705934184,1.9017214788637606
68,214.0625,1.5625,1,8.803327206011275,1.9358095621227327,8.628099005243518,1.921442604756592
69,217.1875,1.5625,1,8.799261280344394,1.955043334563014,8.585955337481304,1.9408519853576545
70,220.3125,1.5625,1,8.794695907622886,1.9739253708827755,8.543826095364214,1.9599438180414481
71,223.4375,1.5625,1,8.789643013524064,1.9924482750723513,8.50181369922114,1.9787102013804905
72,226.5625,1.5625,1,8.784114455766387,2.0106027198470606,8.460019045448238,1.9971412215275028
